iterations,fitness,time taken,time since start,fitness array
182,31.3333333333,0.06,14.570549726486206,[31.333333333333332]
183,31.0,0.06,14.653268098831177,[31.0]
184,30.5,0.06,14.7314772605896,[30.5]
185,31.3333333333,0.06,14.814196586608887,[31.333333333333332]
186,32.3333333333,0.05,14.888895750045776,[32.333333333333336]
187,32.0,0.06,14.97011113166809,[32.0]
188,34.0,0.06,15.054836750030518,[34.0]
189,32.6666666667,0.06,15.132042169570923,[32.666666666666664]
190,31.1666666667,0.06,15.208248853683472,[31.166666666666668]
191,30.1666666667,0.06,15.291468381881714,[30.166666666666668]
192,32.6666666667,0.06,15.37268328666687,[32.666666666666664]
193,28.8333333333,0.06,15.465932130813599,[28.833333333333332]
194,35.6666666667,0.06,15.552160501480103,[35.666666666666664]
195,31.3333333333,0.06,15.663456439971924,[31.333333333333332]
196,31.6666666667,0.06,15.749184846878052,[31.666666666666668]
197,28.3333333333,0.06,15.827393770217896,[28.333333333333332]
198,31.8333333333,0.05,15.904096603393555,[31.833333333333332]
199,30.1666666667,0.06,15.993836641311646,[30.166666666666668]
200,29.6666666667,0.06,16.079564332962036,[29.666666666666668]
201,28.3333333333,0.06,16.157774209976196,[28.333333333333332]
202,30.1666666667,0.06,16.239490032196045,[30.166666666666668]
203,31.0,0.06,16.323715448379517,[31.0]
204,28.6666666667,0.07,16.4284930229187,[28.666666666666668]
205,31.3333333333,0.08,16.535279035568237,[31.333333333333332]
206,29.3333333333,0.14,16.760881900787354,[29.333333333333332]
207,31.0,0.05,16.855629205703735,[31.0]
208,32.0,0.07,16.95288872718811,[32.0]
209,30.1666666667,0.08,17.063181161880493,[30.166666666666668]
210,31.0,0.07,17.173988580703735,[31.0]
211,29.1666666667,0.07,17.304824590682983,[29.166666666666668]
212,34.8333333333,0.05,17.398574113845825,[34.833333333333336]
213,30.1666666667,0.06,17.486307859420776,[30.166666666666668]
214,31.0,0.05,17.567530155181885,[31.0]
215,29.5,0.06,17.654254913330078,[29.5]
216,32.0,0.06,17.7480046749115,[32.0]
217,28.6666666667,0.05,17.833732843399048,[28.666666666666668]
218,28.3333333333,0.06,17.92146635055542,[28.333333333333332]
219,33.0,0.05,18.010201454162598,[33.0]
220,28.6666666667,0.07,18.09994101524353,[28.666666666666668]
221,30.1666666667,0.06,18.1786527633667,[30.166666666666668]
222,35.5,0.06,18.250842571258545,[35.5]
223,26.8333333333,0.06,18.33205819129944,[26.833333333333332]
224,32.0,0.06,18.411770343780518,[32.0]
225,31.3333333333,0.05,18.486469507217407,[31.333333333333332]
226,28.6666666667,0.05,18.564213037490845,[28.666666666666668]
227,31.5,0.05,18.641883850097656,[31.5]
228,30.0,0.05,18.72259831428528,[30.0]
229,31.1666666667,0.05,18.81584644317627,[31.166666666666668]
230,30.5,0.05,18.897061347961426,[30.5]
231,34.3333333333,0.05,18.9802827835083,[34.333333333333336]
232,33.6666666667,0.05,19.062000274658203,[33.666666666666664]
233,31.8333333333,0.05,19.14823031425476,[31.833333333333332]
234,32.3333333333,0.06,19.238971710205078,[32.333333333333336]
235,31.5,0.06,19.324198961257935,[31.5]
236,31.6666666667,0.06,19.408424139022827,[31.666666666666668]
237,29.6666666667,0.07,19.516713619232178,[29.666666666666668]
238,29.6666666667,0.07,19.624999284744263,[29.666666666666668]
239,34.3333333333,0.05,19.705714464187622,[34.333333333333336]
240,31.3333333333,0.06,19.791982412338257,[31.333333333333332]
241,35.5,0.05,19.87517523765564,[35.5]
242,32.8333333333,0.05,19.954375505447388,[32.833333333333336]
243,31.5,0.05,20.03458857536316,[31.5]
244,26.6666666667,0.05,20.11530327796936,[26.666666666666668]
245,31.1666666667,0.06,20.211071968078613,[31.166666666666668]
246,32.0,0.06,20.296285390853882,[32.0]
247,30.3333333333,0.07,20.397053480148315,[30.333333333333332]
248,34.8333333333,0.07,20.491806507110596,[34.833333333333336]
249,30.6666666667,0.07,20.602601289749146,[30.666666666666668]
250,33.8333333333,0.05,20.69735312461853,[33.833333333333336]
251,32.1666666667,0.05,20.780072689056396,[32.166666666666664]
252,32.3333333333,0.05,20.863795042037964,[32.333333333333336]
253,32.0,0.05,20.951529502868652,[32.0]
254,29.5,0.05,21.031743049621582,[29.5]
255,33.0,0.06,21.11897587776184,[33.0]
256,35.3333333333,0.06,21.21222233772278,[35.333333333333336]
257,30.1666666667,0.06,21.309983253479004,[30.166666666666668]
258,31.8333333333,0.07,21.403732538223267,[31.833333333333332]
259,32.0,0.06,21.4969801902771,[32.0]
260,29.5,0.05,21.57869815826416,[29.5]
261,31.5,0.06,21.662922143936157,[31.5]
262,30.3333333333,0.05,21.745140552520752,[30.333333333333332]
263,30.8333333333,0.06,21.83237314224243,[30.833333333333332]
264,30.1666666667,0.07,21.927128553390503,[30.166666666666668]
265,33.5,0.06,22.016863584518433,[33.5]
266,31.1666666667,0.07,22.116143226623535,[31.166666666666668]
267,33.6666666667,0.06,22.2008535861969,[33.666666666666664]
268,30.8333333333,0.06,22.28106665611267,[30.833333333333332]
269,34.1666666667,0.06,22.357771635055542,[34.166666666666664]
270,31.3333333333,0.05,22.433531522750854,[31.333333333333332]
271,34.6666666667,0.06,22.520262241363525,[34.666666666666664]
272,29.1666666667,0.06,22.608999729156494,[29.166666666666668]
273,31.0,0.06,22.692221879959106,[31.0]
274,31.5,0.06,22.791985511779785,[31.5]
275,30.1666666667,0.08,22.892252445220947,[30.166666666666668]
276,31.3333333333,0.14,23.06070065498352,[31.333333333333332]
277,31.1666666667,0.08,23.199068784713745,[31.166666666666668]
278,33.1666666667,0.05,23.28329300880432,[33.166666666666664]
279,31.1666666667,0.06,23.36452317237854,[31.166666666666668]
280,31.0,0.07,23.453245639801025,[31.0]
